Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
17,4,2534.64,4,4,5,13,Champion
253,1,417.95,1,2,2,5,At Risk
30,4,1824.37,4,4,4,12,Loyal
35,3,798.74,3,4,3,10,Loyal
169,2,885.19,2,3,3,8,Potential
3,9,1823.52,5,5,4,14,Champion
4,17,10504.49,5,5,5,15,Champion
185,2,152.4,1,3,1,5,At Risk
188,2,263.33,1,3,2,6,At Risk
170,1,137.45,2,2,1,5,At Risk
11,2,385.1,5,3,2,10,Loyal
45,1,522.91,3,2,3,8,Potential
321,1,153.0,1,2,1,4,At Risk
201,1,326.4,1,2,2,5,At Risk
23,11,5655.99,4,5,5,14,Champion
232,1,139.35,1,2,1,4,At Risk
38,15,5396.04,3,5,5,13,Champion
26,4,1195.94,4,4,4,12,Loyal
96,4,2424.04,2,4,5,11,Loyal
127,6,3276.4000000000005,2,5,5,12,Loyal
71,3,1033.0,3,4,4,11,Loyal
16,11,3439.08,4,5,5,14,Champion
15,1,1060.25,4,2,4,10,Loyal
4,3,2876.01,5,4,5,14,Champion
3,13,5298.4800000000005,5,5,5,15,Champion
79,4,1240.11,2,4,4,10,Loyal
373,1,303.97,1,2,2,5,At Risk
39,2,692.19,3,3,3,9,Potential
54,3,700.63,3,4,3,10,Loyal
2,19,13110.02,5,5,5,15,Champion
9,3,377.44,5,4,2,11,Loyal
9,2,168.24,5,3,1,9,Potential
19,4,1879.05,4,4,4,12,Loyal
12,7,2791.35,5,5,5,15,Champion
113,2,355.11,2,3,2,7,Potential
4,6,2322.4,5,5,5,15,Champion
240,1,110.25,1,2,1,4,At Risk
113,1,71.4,2,2,1,5,At Risk
178,2,674.52,2,3,3,8,Potential
5,9,1710.45,5,5,4,14,Champion
359,1,80.64,1,2,1,4,At Risk
1,5,1664.65,5,4,4,13,Champion
1,30,5593.39,5,5,5,15,Champion
19,8,3408.2000000000003,4,5,5,14,Champion
17,3,819.96,4,4,3,11,Loyal
22,2,287.59,4,3,2,9,Potential
33,1,712.78,4,2,3,9,Potential
263,1,15.0,1,2,1,4,At Risk
51,2,772.55,3,3,3,9,Potential
159,3,367.63,2,4,2,8,Potential
15,1,271.2,4,2,2,8,Potential
8,3,2081.9,5,4,5,14,Champion
13,10,3957.43,5,5,5,15,Champion
199,5,1143.27,1,4,4,9,Potential
57,2,245.81,3,3,1,7,Potential
11,2,173.45,5,3,1,9,Potential
97,4,1213.73,2,4,4,10,Loyal
255,1,56.4,1,2,1,4,At Risk
25,3,647.56,4,4,3,11,Loyal
21,3,650.32,4,4,3,11,Loyal
159,2,188.02,2,3,1,6,At Risk
72,2,283.47,3,3,2,8,Potential
53,1,131.94,3,2,1,6,At Risk
85,2,266.85,2,3,2,7,Potential
153,4,1817.54,2,4,4,10,Loyal
74,2,1117.9,2,3,4,9,Potential
281,1,225.9,1,2,1,4,At Risk
27,14,1964.3,4,5,4,13,Champion
30,1,106.1,4,2,1,7,Potential
25,1,300.34,4,2,2,8,Potential
180,2,342.83,1,3,2,6,At Risk
40,4,690.0,3,4,3,10,Loyal
22,3,780.43,4,4,3,11,Loyal
22,10,3039.17,4,5,5,14,Champion
37,9,1187.21,3,5,4,12,Loyal
82,3,1285.04,2,4,4,10,Loyal
74,1,512.31,2,2,3,7,Potential
11,1,546.04,5,2,3,10,Loyal
16,12,5411.91,4,5,5,14,Champion
4,39,7761.82,5,5,5,15,Champion
13,4,699.81,5,4,3,12,Loyal
14,5,1698.07,4,4,4,12,Loyal
37,4,36.56,3,4,1,8,Potential
4,3,387.68,5,4,2,11,Loyal
72,7,3704.87,3,5,5,13,Champion
51,1,298.4,3,2,2,7,Potential
5,5,1987.33,5,4,4,13,Champion
23,4,1820.09,4,4,4,12,Loyal
299,1,889.24,1,2,3,6,At Risk
2,3,398.7,5,4,2,11,Loyal
33,1,35.400000000000006,4,2,1,7,Potential
50,1,155.37,3,2,1,6,At Risk
3,3,342.24,5,4,2,11,Loyal
47,1,110.21000000000001,3,2,1,6,At Risk
42,8,1541.23,3,5,4,12,Loyal
27,5,2720.8,4,4,5,13,Champion
42,1,318.15,3,2,2,7,Potential
2,124,40519.84,5,5,5,15,Champion
303,1,205.48,1,2,1,4,At Risk
107,1,51.559999999999995,2,2,1,5,At Risk
85,1,2033.1,2,2,4,8,Potential
81,9,901.1999999999999,2,5,3,10,Loyal
218,4,605.8000000000001,1,4,3,8,Potential
372,34,5391.21,1,5,5,11,Loyal
12,2,114.34,5,3,1,9,Potential
185,2,311.26,1,3,2,6,At Risk
373,1,208.97,1,2,1,4,At Risk
2,4,1418.03,5,4,4,13,Champion
4,23,26879.04,5,5,5,15,Champion
6,12,5140.66,5,5,5,15,Champion
305,1,141.92000000000002,1,2,1,4,At Risk
369,1,226.45000000000002,1,2,1,4,At Risk
3,8,2097.88,5,5,5,15,Champion
324,1,330.9,1,2,2,5,At Risk
59,6,3160.0,3,5,5,13,Champion
13,3,554.85,5,4,3,12,Loyal
31,20,10526.32,4,5,5,14,Champion
143,1,329.65,2,2,2,6,At Risk
30,6,1157.8700000000001,4,5,4,13,Champion
107,5,428.18,2,4,2,8,Potential
2,12,1865.89,5,5,4,14,Champion
205,1,155.9,1,2,1,4,At Risk
80,5,1848.96,2,4,4,10,Loyal
185,6,683.46,1,5,3,9,Potential
170,1,237.61,2,2,1,5,At Risk
44,1,379.45,3,2,2,7,Potential
174,1,178.51999999999998,2,2,1,5,At Risk
365,1,458.92,1,2,2,5,At Risk
304,1,133.35000000000002,1,2,1,4,At Risk
3,4,664.34,5,4,3,12,Loyal
4,4,695.0699999999999,5,4,3,12,Loyal
12,1,156.34,5,2,1,8,Potential
32,3,869.28,4,4,3,11,Loyal
129,1,111.35,2,2,1,5,At Risk
21,8,716.0,4,5,3,12,Loyal
212,2,201.37,1,3,1,5,At Risk
323,2,586.89,1,3,3,7,Potential
162,1,203.85999999999999,2,2,1,5,At Risk
56,3,244.1,3,4,1,8,Potential
225,1,107.21,1,2,1,4,At Risk
72,8,1118.96,3,5,4,12,Loyal
44,1,95.45,3,2,1,6,At Risk
23,1,256.32,4,2,2,8,Potential
173,3,541.8100000000001,2,4,3,9,Potential
85,2,152.06,2,3,1,6,At Risk
159,1,154.55,2,2,1,5,At Risk
190,2,112.19999999999999,1,3,1,5,At Risk
29,1,110.38,4,2,1,7,Potential
21,1,181.07,4,2,1,7,Potential
71,4,798.99,3,4,3,10,Loyal
247,1,72.9,1,2,1,4,At Risk
374,1,232.03,1,2,1,4,At Risk
9,1,366.23,5,2,2,9,Potential
310,5,310.06,1,4,2,7,Potential
59,2,408.65,3,3,2,8,Potential
4,1,329.36,5,2,2,9,Potential
45,3,335.03,3,4,2,9,Potential
88,1,1304.04,2,2,4,8,Potential
4,17,4119.5,5,5,5,15,Champion
64,4,820.23,3,4,3,10,Loyal
282,1,207.50000000000003,1,2,1,4,At Risk
12,7,2962.5,5,5,5,15,Champion
373,1,244.08,1,2,1,4,At Risk
133,2,397.29,2,3,2,7,Potential
45,2,212.54,3,3,1,7,Potential
11,4,843.0,5,4,3,12,Loyal
36,5,1740.48,3,4,4,11,Loyal
134,2,408.36,2,3,2,7,Potential
29,3,1331.57,4,4,4,12,Loyal
52,2,704.25,3,3,3,9,Potential
138,2,145.79,2,3,1,6,At Risk
5,1,380.13,5,2,2,9,Potential
9,7,4301.22,5,5,5,15,Champion
160,1,99.14,2,2,1,5,At Risk
49,10,4020.04,3,5,5,13,Champion
131,1,304.56,2,2,2,6,At Risk
8,1,77.50000000000001,5,2,1,8,Potential
233,2,149.57999999999998,1,3,1,5,At Risk
37,1,176.68,3,2,1,6,At Risk
147,1,358.56000000000006,2,2,2,6,At Risk
1,45,58510.48,5,5,5,15,Champion
72,3,482.2,3,4,2,9,Potential
40,3,1008.5400000000001,3,4,4,11,Loyal
5,12,2314.13,5,5,5,15,Champion
199,4,557.3,1,4,3,8,Potential
249,1,12.75,1,2,1,4,At Risk
66,1,111.68,3,2,1,6,At Risk
117,1,508.4599999999999,2,2,3,7,Potential
171,1,73.78,2,2,1,5,At Risk
21,39,1296.44,4,5,4,13,Champion
142,1,102.41,2,2,1,5,At Risk
32,2,463.21,4,3,2,9,Potential
38,14,2599.19,3,5,5,13,Champion
38,5,1098.43,3,4,4,11,Loyal
372,1,112.27,1,2,1,4,At Risk
374,1,265.1,1,2,2,5,At Risk
166,2,228.2,2,3,1,6,At Risk
211,1,562.79,1,2,3,6,At Risk
242,1,135.19,1,2,1,4,At Risk
52,1,337.04,3,2,2,7,Potential
25,3,703.99,4,4,3,11,Loyal
15,13,4483.26,4,5,5,14,Champion
372,1,321.79,1,2,2,5,At Risk
29,1,288.14,4,2,2,8,Potential
365,1,300.91999999999996,1,2,2,5,At Risk
36,4,732.41,3,4,3,10,Loyal
166,3,811.45,2,4,3,9,Potential
145,1,152.68,2,2,1,5,At Risk
22,1,631.35,4,2,3,9,Potential
56,1,20.8,3,2,1,6,At Risk
185,1,198.57,1,2,1,4,At Risk
12,7,201.12,5,5,1,11,Loyal
237,3,630.84,1,4,3,8,Potential
225,2,93.35,1,3,1,5,At Risk
122,4,674.89,2,4,3,9,Potential
282,1,76.1,1,2,1,4,At Risk
74,8,1962.46,2,5,4,11,Loyal
37,2,380.39,3,3,2,8,Potential
12,2,415.13,5,3,2,10,Loyal
362,1,157.92,1,2,1,4,At Risk
4,2,226.47,5,3,1,9,Potential
23,1,444.68,4,2,2,8,Potential
70,9,2116.19,3,5,5,13,Champion
235,1,247.39,1,2,1,4,At Risk
257,1,174.8,1,2,1,4,At Risk
373,1,102.78999999999999,1,2,1,4,At Risk
155,2,187.29,2,3,1,6,At Risk
28,1,162.22,4,2,1,7,Potential
4,1,120.03,5,2,1,8,Potential
32,5,1477.66,4,4,4,12,Loyal
81,3,523.0,2,4,3,9,Potential
108,2,122.14,2,3,1,6,At Risk
52,1,38.45,3,2,1,6,At Risk
36,1,612.72,3,2,3,8,Potential
153,2,389.78,2,3,2,7,Potential
99,1,115.31,2,2,1,5,At Risk
4,2,230.64999999999998,5,3,1,9,Potential
334,1,73.5,1,2,1,4,At Risk
65,1,93.82000000000001,3,2,1,6,At Risk
22,2,418.68,4,3,2,9,Potential
36,3,713.89,3,4,3,10,Loyal
32,3,403.12,4,4,2,10,Loyal
154,6,70.02,2,5,1,8,Potential
19,2,357.20000000000005,4,3,2,9,Potential
12,21,4097.37,5,5,5,15,Champion
54,1,165.04999999999998,3,2,1,6,At Risk
25,3,529.29,4,4,3,11,Loyal
4,10,2088.6,5,5,5,15,Champion
45,1,178.34,3,2,1,6,At Risk
203,2,172.29000000000002,1,3,1,5,At Risk
359,1,74.4,1,2,1,4,At Risk
71,1,300.02,3,2,2,7,Potential
7,10,6761.34,5,5,5,15,Champion
288,1,363.65,1,2,2,5,At Risk
10,1,170.16,5,2,1,8,Potential
23,3,306.46,4,4,2,10,Loyal
22,10,2119.41,4,5,5,14,Champion
173,3,720.52,2,4,3,9,Potential
133,2,814.0,2,3,3,8,Potential
6,14,2392.83,5,5,5,15,Champion
75,1,318.0,2,2,2,6,At Risk
40,1,396.33,3,2,2,7,Potential
289,1,101.69999999999999,1,2,1,4,At Risk
26,5,2009.24,4,4,4,12,Loyal
258,2,453.0,1,3,2,6,At Risk
186,1,247.44,1,2,1,4,At Risk
114,12,3859.82,2,5,5,12,Loyal
374,1,489.6,1,2,3,6,At Risk
23,10,2611.75,4,5,5,14,Champion
8,11,2584.41,5,5,5,15,Champion
217,2,336.13,1,3,2,6,At Risk
45,4,3613.15,3,4,5,12,Loyal
19,2,1231.5,4,3,4,11,Loyal
36,3,343.45,3,4,2,9,Potential
26,1,680.84,4,2,3,9,Potential
16,1,90.47999999999999,4,2,1,7,Potential
330,2,689.95,1,3,3,7,Potential
274,1,101.34,1,2,1,4,At Risk
98,2,4055.7199999999993,2,3,5,10,Loyal
61,1,166.03,3,2,1,6,At Risk
2,11,9068.26,5,5,5,15,Champion
93,4,2106.52,2,4,5,11,Loyal
82,7,3017.3,2,5,5,12,Loyal
313,2,580.0500000000001,1,3,3,7,Potential
12,3,849.06,5,4,3,12,Loyal
8,6,2662.4,5,5,5,15,Champion
127,1,168.31,2,2,1,5,At Risk
11,2,222.4,5,3,1,9,Potential
1,60,259657.3,5,5,5,15,Champion
37,1,754.64,3,2,3,8,Potential
38,1,113.48000000000002,3,2,1,6,At Risk
330,1,421.9,1,2,2,5,At Risk
254,1,271.0,1,2,2,5,At Risk
2,26,8004.92,5,5,5,15,Champion
20,1,198.8,4,2,1,7,Potential
12,2,352.69,5,3,2,10,Loyal
369,1,76.32000000000001,1,2,1,4,At Risk
290,1,220.1,1,2,1,4,At Risk
68,8,1403.1100000000001,3,5,4,12,Loyal
26,1,315.65,4,2,2,8,Potential
11,26,5625.08,5,5,5,15,Champion
368,1,180.7,1,2,1,4,At Risk
214,1,111.15,1,2,1,4,At Risk
149,2,653.3,2,3,3,8,Potential
8,6,1793.06,5,5,4,14,Champion
24,2,574.4399999999999,4,3,3,10,Loyal
30,4,1131.75,4,4,4,12,Loyal
61,1,200.92000000000002,3,2,1,6,At Risk
19,3,347.08,4,4,2,10,Loyal
243,1,112.55000000000001,1,2,1,4,At Risk
15,3,1059.39,4,4,4,12,Loyal
212,1,931.4999999999999,1,2,3,6,At Risk
29,5,681.9100000000001,4,4,3,11,Loyal
63,3,784.33,3,4,3,10,Loyal
295,1,152.65,1,2,1,4,At Risk
18,6,8438.34,4,5,5,14,Champion
157,2,1019.52,2,3,4,9,Potential
117,2,1000.16,2,3,4,9,Potential
8,12,2888.75,5,5,5,15,Champion
13,4,2861.55,5,4,5,14,Champion
141,2,160.35000000000002,2,3,1,6,At Risk
46,2,179.33999999999997,3,3,1,7,Potential
51,3,612.0799999999999,3,4,3,10,Loyal
32,3,566.58,4,4,3,11,Loyal
135,2,653.35,2,3,3,8,Potential
3,2,399.19,5,3,2,10,Loyal
75,3,371.62,2,4,2,8,Potential
13,2,675.64,5,3,3,11,Loyal
9,2,453.4,5,3,2,10,Loyal
301,1,530.15,1,2,3,6,At Risk
57,2,638.0600000000001,3,3,3,9,Potential
15,5,1618.69,4,4,4,12,Loyal
37,1,399.65000000000003,3,2,2,7,Potential
177,1,302.46000000000004,2,2,2,6,At Risk
23,3,1384.8600000000001,4,4,4,12,Loyal
176,6,1160.04,2,5,4,11,Loyal
61,1,202.65,3,2,1,6,At Risk
33,3,980.31,4,4,4,12,Loyal
59,5,1231.31,3,4,4,11,Loyal
15,20,7561.68,4,5,5,14,Champion
87,4,2106.84,2,4,5,11,Loyal
7,1,104.0,5,2,1,8,Potential
358,1,476.35,1,2,2,5,At Risk
31,6,1340.8700000000001,4,5,4,13,Champion
129,4,1590.81,2,4,4,10,Loyal
9,6,1793.17,5,5,4,14,Champion
5,6,1843.75,5,5,4,14,Champion
24,1,366.85,4,2,2,8,Potential
227,2,632.07,1,3,3,7,Potential
15,1,49.8,4,2,1,7,Potential
249,1,304.25,1,2,2,5,At Risk
15,3,2001.04,4,4,4,12,Loyal
78,2,1090.24,2,3,4,9,Potential
192,2,284.46000000000004,1,3,2,6,At Risk
262,1,207.79999999999998,1,2,1,4,At Risk
72,1,957.97,3,2,4,9,Potential
165,1,243.76,2,2,1,5,At Risk
82,1,973.8399999999999,2,2,4,8,Potential
95,2,686.63,2,3,3,8,Potential
4,17,5425.56,5,5,5,15,Champion
106,1,150.35,2,2,1,5,At Risk
200,3,1396.99,1,4,4,9,Potential
157,1,160.42000000000002,2,2,1,5,At Risk
71,3,1975.35,3,4,4,11,Loyal
36,2,517.36,3,3,3,9,Potential
29,1,139.10000000000002,4,2,1,7,Potential
2,6,2621.38,5,5,5,15,Champion
26,5,600.07,4,4,3,11,Loyal
326,1,216.07,1,2,1,4,At Risk
237,1,232.48000000000002,1,2,1,4,At Risk
89,1,299.34000000000003,2,2,2,6,At Risk
31,1,481.75,4,2,2,8,Potential
29,2,621.75,4,3,3,10,Loyal
211,2,641.92,1,3,3,7,Potential
3,10,2069.77,5,5,5,15,Champion
227,1,305.28000000000003,1,2,2,5,At Risk
22,5,1041.61,4,4,4,12,Loyal
93,1,443.0,2,2,2,6,At Risk
5,14,6484.54,5,5,5,15,Champion
264,1,158.95000000000002,1,2,1,4,At Risk
3,12,5504.96,5,5,5,15,Champion
44,11,5228.05,3,5,5,13,Champion
218,1,93.75,1,2,1,4,At Risk
57,2,779.9,3,3,3,9,Potential
12,20,7276.900000000001,5,5,5,15,Champion
9,7,2810.2000000000003,5,5,5,15,Champion
192,5,2071.77,1,4,5,10,Loyal
82,4,592.97,2,4,3,9,Potential
326,1,440.0,1,2,2,5,At Risk
72,3,1796.48,3,4,4,11,Loyal
30,6,882.24,4,5,3,12,Loyal
3,5,987.1,5,4,4,13,Champion
219,5,1561.6100000000001,1,4,4,9,Potential
46,1,422.58,3,2,2,7,Potential
10,17,2073.09,5,5,5,15,Champion
72,4,2232.4900000000002,3,4,5,12,Loyal
7,7,2567.06,5,5,5,15,Champion
24,2,596.1,4,3,3,10,Loyal
123,2,804.02,2,3,3,8,Potential
17,1,95.34,4,2,1,7,Potential
310,1,349.27,1,2,2,5,At Risk
87,1,4314.72,2,2,5,9,Potential
51,2,518.27,3,3,3,9,Potential
89,1,103.3,2,2,1,5,At Risk
39,8,2337.63,3,5,5,13,Champion
25,3,2338.6000000000004,4,4,5,13,Champion
173,6,2628.35,2,5,5,12,Loyal
43,2,324.24,3,3,2,8,Potential
140,1,149.48,2,2,1,5,At Risk
26,3,1213.1599999999999,4,4,4,12,Loyal
72,2,801.51,3,3,3,9,Potential
134,1,25.5,2,2,1,5,At Risk
366,1,168.6,1,2,1,4,At Risk
38,2,283.15,3,3,2,8,Potential
3,6,3078.58,5,5,5,15,Champion
2,3,204.0,5,4,1,10,Loyal
30,1,175.92,4,2,1,7,Potential
44,1,335.86,3,2,2,7,Potential
58,1,110.38,3,2,1,6,At Risk
74,1,173.9,2,2,1,5,At Risk
278,1,180.60000000000002,1,2,1,4,At Risk
181,1,80.82,1,2,1,4,At Risk
8,2,178.05,5,3,1,9,Potential
4,16,2045.53,5,5,4,14,Champion
43,3,1837.28,3,4,4,11,Loyal
